-5.000000	0
-4.990000	0
-4.980000	0
-4.970000	0
-4.960000	0
-4.950000	0
-4.940000	0
-4.930000	0
-4.920000	0
-4.910000	0
-4.900000	0
-4.890000	0
-4.880000	0
-4.870000	0
-4.860000	0
-4.850000	0
-4.840000	0
-4.830000	0
-4.820000	0
-4.810000	0
-4.800000	0
-4.790000	0
-4.780000	0
-4.770000	0
-4.760000	0
-4.750000	0
-4.740000	0
-4.730000	0
-4.720000	0
-4.710000	0
-4.700000	0
-4.690000	0
-4.680000	0
-4.670000	0
-4.660000	0
-4.650000	0
-4.640000	0
-4.630000	0
-4.620000	0
-4.610000	0
-4.600000	0
-4.590000	0
-4.580000	0
-4.570000	0
-4.560000	0
-4.550000	0
-4.540000	0
-4.530000	0
-4.520000	0
-4.510000	0
-4.500000	0
-4.490000	0
-4.480000	0
-4.470000	0
-4.460000	0
-4.450000	0
-4.440000	0
-4.430000	0
-4.420000	0
-4.410000	0
-4.400000	0
-4.390000	0
-4.380000	0
-4.370000	0
-4.360000	0
-4.350000	0
-4.340000	0
-4.330000	0
-4.320000	0
-4.310000	0
-4.300000	0
-4.290000	0
-4.280000	0
-4.270000	0
-4.260000	0
-4.250000	0
-4.240000	0
-4.230000	0
-4.220000	0
-4.210000	0
-4.200000	0
-4.190000	0
-4.180000	0
-4.170000	0
-4.160000	0
-4.150000	0
-4.140000	0
-4.130000	0
-4.120000	0
-4.110000	0
-4.100000	0
-4.090000	0
-4.080000	0
-4.070000	0
-4.060000	0
-4.050000	0
-4.040000	0
-4.030000	0
-4.020000	0
-4.010000	0
-4.000000	0
-3.990000	0
-3.980000	0
-3.970000	0
-3.960000	0
-3.950000	0
-3.940000	0
-3.930000	0
-3.920000	0
-3.910000	0
-3.900000	0
-3.890000	0
-3.880000	0
-3.870000	0
-3.860000	0
-3.850000	0
-3.840000	0
-3.830000	0
-3.820000	0
-3.810000	0
-3.800000	0
-3.790000	0
-3.780000	0
-3.770000	0
-3.760000	0
-3.750000	0
-3.740000	0
-3.730000	0
-3.720000	0
-3.710000	0
-3.700000	0
-3.690000	0
-3.680000	0
-3.670000	0
-3.660000	0
-3.650000	0
-3.640000	0
-3.630000	0
-3.620000	0
-3.610000	0
-3.600000	1
-3.590000	0
-3.580000	0
-3.570000	0
-3.560000	0
-3.550000	0
-3.540000	0
-3.530000	0
-3.520000	0
-3.510000	0
-3.500000	0
-3.490000	0
-3.480000	0
-3.470000	0
-3.460000	0
-3.450000	0
-3.440000	0
-3.430000	0
-3.420000	0
-3.410000	0
-3.400000	0
-3.390000	0
-3.380000	0
-3.370000	0
-3.360000	0
-3.350000	0
-3.340000	0
-3.330000	0
-3.320000	0
-3.310000	0
-3.300000	0
-3.290000	0
-3.280000	0
-3.270000	0
-3.260000	0
-3.250000	0
-3.240000	0
-3.230000	0
-3.220000	0
-3.210000	0
-3.200000	1
-3.190000	0
-3.180000	0
-3.170000	0
-3.160000	0
-3.150000	0
-3.140000	1
-3.130000	0
-3.120000	0
-3.110000	0
-3.100000	1
-3.090000	0
-3.080000	0
-3.070000	1
-3.060000	0
-3.050000	0
-3.040000	0
-3.030000	0
-3.020000	0
-3.010000	0
-3.000000	0
-2.990000	0
-2.980000	1
-2.970000	1
-2.960000	0
-2.950000	0
-2.940000	0
-2.930000	0
-2.920000	0
-2.910000	0
-2.900000	0
-2.890000	0
-2.880000	0
-2.870000	0
-2.860000	1
-2.850000	0
-2.840000	0
-2.830000	0
-2.820000	0
-2.810000	1
-2.800000	0
-2.790000	0
-2.780000	0
-2.770000	1
-2.760000	0
-2.750000	0
-2.740000	0
-2.730000	0
-2.720000	0
-2.710000	1
-2.700000	0
-2.690000	0
-2.680000	0
-2.670000	2
-2.660000	0
-2.650000	0
-2.640000	1
-2.630000	1
-2.620000	0
-2.610000	0
-2.600000	0
-2.590000	0
-2.580000	0
-2.570000	1
-2.560000	0
-2.550000	0
-2.540000	2
-2.530000	0
-2.520000	0
-2.510000	0
-2.500000	0
-2.490000	1
-2.480000	0
-2.470000	0
-2.460000	0
-2.450000	0
-2.440000	0
-2.430000	0
-2.420000	0
-2.410000	0
-2.400000	0
-2.390000	2
-2.380000	0
-2.370000	0
-2.360000	1
-2.350000	0
-2.340000	0
-2.330000	0
-2.320000	0
-2.310000	2
-2.300000	0
-2.290000	1
-2.280000	0
-2.270000	0
-2.260000	1
-2.250000	0
-2.240000	0
-2.230000	1
-2.220000	0
-2.210000	0
-2.200000	0
-2.190000	0
-2.180000	0
-2.170000	0
-2.160000	1
-2.150000	0
-2.140000	2
-2.130000	0
-2.120000	0
-2.110000	0
-2.100000	0
-2.090000	3
-2.080000	0
-2.070000	0
-2.060000	1
-2.050000	0
-2.040000	0
-2.030000	0
-2.020000	0
-2.010000	0
-2.000000	2
-1.990000	1
-1.980000	0
-1.970000	0
-1.960000	0
-1.950000	1
-1.940000	0
-1.930000	1
-1.920000	1
-1.910000	1
-1.900000	1
-1.890000	2
-1.880000	1
-1.870000	0
-1.860000	1
-1.850000	1
-1.840000	0
-1.830000	1
-1.820000	1
-1.810000	2
-1.800000	0
-1.790000	0
-1.780000	1
-1.770000	0
-1.760000	1
-1.750000	0
-1.740000	1
-1.730000	0
-1.720000	0
-1.710000	0
-1.700000	0
-1.690000	1
-1.680000	0
-1.670000	0
-1.660000	1
-1.650000	0
-1.640000	1
-1.630000	1
-1.620000	2
-1.610000	1
-1.600000	1
-1.590000	1
-1.580000	0
-1.570000	3
-1.560000	0
-1.550000	2
-1.540000	0
-1.530000	2
-1.520000	0
-1.510000	1
-1.500000	0
-1.490000	0
-1.480000	0
-1.470000	0
-1.460000	1
-1.450000	2
-1.440000	2
-1.430000	1
-1.420000	2
-1.410000	0
-1.400000	3
-1.390000	1
-1.380000	2
-1.370000	1
-1.360000	0
-1.350000	0
-1.340000	0
-1.330000	1
-1.320000	1
-1.310000	0
-1.300000	1
-1.290000	1
-1.280000	1
-1.270000	3
-1.260000	1
-1.250000	1
-1.240000	0
-1.230000	1
-1.220000	0
-1.210000	1
-1.200000	2
-1.190000	2
-1.180000	4
-1.170000	3
-1.160000	0
-1.150000	0
-1.140000	1
-1.130000	1
-1.120000	1
-1.110000	2
-1.100000	2
-1.090000	2
-1.080000	0
-1.070000	0
-1.060000	0
-1.050000	4
-1.040000	2
-1.030000	1
-1.020000	1
-1.010000	3
-1.000000	0
-0.990000	2
-0.980000	8
-0.970000	3
-0.960000	3
-0.950000	1
-0.940000	1
-0.930000	2
-0.920000	7
-0.910000	1
-0.900000	2
-0.890000	4
-0.880000	4
-0.870000	1
-0.860000	7
-0.850000	4
-0.840000	6
-0.830000	4
-0.820000	2
-0.810000	2
-0.800000	2
-0.790000	1
-0.780000	2
-0.770000	6
-0.760000	4
-0.750000	4
-0.740000	4
-0.730000	3
-0.720000	9
-0.710000	9
-0.700000	3
-0.690000	5
-0.680000	10
-0.670000	9
-0.660000	6
-0.650000	6
-0.640000	5
-0.630000	8
-0.620000	2
-0.610000	7
-0.600000	12
-0.590000	11
-0.580000	10
-0.570000	6
-0.560000	7
-0.550000	12
-0.540000	4
-0.530000	12
-0.520000	8
-0.510000	13
-0.500000	15
-0.490000	7
-0.480000	13
-0.470000	11
-0.460000	8
-0.450000	6
-0.440000	10
-0.430000	4
-0.420000	9
-0.410000	12
-0.400000	14
-0.390000	10
-0.380000	13
-0.370000	13
-0.360000	10
-0.350000	10
-0.340000	8
-0.330000	13
-0.320000	12
-0.310000	14
-0.300000	12
-0.290000	16
-0.280000	9
-0.270000	11
-0.260000	5
-0.250000	17
-0.240000	10
-0.230000	8
-0.220000	8
-0.210000	16
-0.200000	21
-0.190000	5
-0.180000	10
-0.170000	9
-0.160000	11
-0.150000	22
-0.140000	9
-0.130000	21
-0.120000	19
-0.110000	12
-0.100000	11
-0.090000	16
-0.080000	12
-0.070000	9
-0.060000	15
-0.050000	14
-0.040000	15
-0.030000	9
-0.020000	9
-0.010000	12
0.000000	8
0.010000	15
0.020000	12
0.030000	16
0.040000	22
0.050000	12
0.060000	4
0.070000	18
0.080000	15
0.090000	11
0.100000	19
0.110000	23
0.120000	17
0.130000	20
0.140000	11
0.150000	12
0.160000	9
0.170000	15
0.180000	22
0.190000	8
0.200000	13
0.210000	24
0.220000	16
0.230000	16
0.240000	12
0.250000	10
0.260000	16
0.270000	17
0.280000	15
0.290000	8
0.300000	11
0.310000	15
0.320000	21
0.330000	16
0.340000	13
0.350000	21
0.360000	9
0.370000	3
0.380000	6
0.390000	10
0.400000	14
0.410000	19
0.420000	8
0.430000	7
0.440000	16
0.450000	9
0.460000	14
0.470000	6
0.480000	7
0.490000	5
0.500000	1
0.510000	17
0.520000	4
0.530000	6
0.540000	5
0.550000	4
0.560000	7
0.570000	10
0.580000	8
0.590000	1
0.600000	7
0.610000	7
0.620000	7
0.630000	6
0.640000	7
