0	0.000000
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000200
12	0.000000
13	0.000200
14	0.000500
15	0.002900
16	0.003900
17	0.008300
18	0.016700
19	0.027100
20	0.044400
21	0.056500
22	0.079200
23	0.097800
24	0.113900
25	0.113200
26	0.107900
27	0.092500
28	0.078200
29	0.056800
30	0.039400
31	0.026600
32	0.016100
33	0.009800
34	0.004900
35	0.001800
36	0.001000
37	0.000200
38	0.000000
39	0.000000
40	0.000000
41	0.000000
42	0.000000
43	0.000000
44	0.000000
45	0.000000
46	0.000000
47	0.000000
48	0.000000
49	0.000000
50	0.000000
